00:00:00.013717 2648910570
00:00:00.071557 1369
00:00:00.071558 2737
00:00:00.071569 3648
00:00:00.091507 3727
00:00:00.091782 3806
00:00:00.094765 5174
00:00:00.094767 6542
00:00:00.094768 7910
00:00:00.094769 9278
00:00:00.094770 10646
00:00:00.094771 12014
00:00:00.094772 13382
00:00:00.094773 14750
00:00:00.106344 16118
00:00:00.106345 17486
00:00:00.106345 18854
00:00:00.106346 20222
00:00:00.108385 21590
00:00:00.108387 22958
00:00:00.108388 24326
00:00:00.108389 25694
00:00:00.108390 27062
00:00:00.108391 28430
00:00:00.108716 29798
00:00:00.108718 31166
00:00:00.108719 32534
00:00:00.108720 33902
00:00:00.108721 35270
00:00:00.108722 36638
00:00:00.108723 38006
00:00:00.108724 39374
00:00:00.108725 40742
00:00:00.108726 42110
00:00:00.120086 43478
00:00:00.120087 44846
00:00:00.120088 46214
00:00:00.120089 47582
00:00:00.120090 48950
00:00:00.120091 50318
00:00:00.120258 51686
00:00:00.120259 53054
00:00:00.121921 54422
00:00:00.121922 55790
00:00:00.121923 57158
00:00:00.121924 58526
00:00:00.121925 59894
00:00:00.122113 61262
00:00:00.122570 62630
00:00:00.122571 63998
00:00:00.122572 65366
00:00:00.122573 66734
00:00:00.122574 68102
00:00:00.122575 69470
00:00:00.122716 70838
00:00:00.122717 72206
00:00:00.122718 73574
00:00:00.122719 74942
00:00:00.122719 76310
00:00:00.122720 77678
00:00:00.122721 79046
00:00:00.122722 80414
00:00:00.122723 81782
00:00:00.122723 83150
00:00:00.122724 84518
00:00:00.122725 85886
00:00:00.122726 87254
00:00:00.122726 88622
00:00:00.122727 89990
00:00:00.122728 91358
00:00:00.122831 92726
00:00:00.122832 94094
00:00:00.122832 95462
00:00:00.122833 96830
00:00:00.133872 98198
00:00:00.133874 99566
00:00:00.133875 100934
00:00:00.133876 102302
00:00:00.133877 103670
00:00:00.133878 105038
00:00:00.133879 106406
00:00:00.133880 107774
00:00:00.133881 109142
00:00:00.133966 110510
00:00:00.133967 111878
00:00:00.134003 113246
00:00:00.135653 114614
00:00:00.135951 115982
00:00:00.135954 117350
00:00:00.135955 118718
00:00:00.135956 120086
00:00:00.135956 121454
00:00:00.135957 122822
00:00:00.135958 124190
00:00:00.135959 125558
00:00:00.135960 126926
00:00:00.135961 128294
00:00:00.135962 129662
00:00:00.135963 131030
00:00:00.135964 132398
00:00:00.136273 133766
00:00:00.136274 135134
00:00:00.136275 136502
00:00:00.136276 137870
00:00:00.136277 139238
00:00:00.136278 140606
00:00:00.136278 141974
00:00:00.136279 143342
00:00:00.136280 144710
00:00:00.136961 146078
00:00:00.137099 147446
00:00:00.137100 148814
00:00:00.137101 150182
00:00:00.137101 151550
00:00:00.137102 152918
00:00:00.137103 154286
00:00:00.137104 155654
00:00:00.137105 157022
00:00:00.137106 158390
00:00:00.137107 159758
00:00:00.137108 161126
00:00:00.137108 162494
00:00:00.137109 163862
00:00:00.137110 165230
00:00:00.137111 166598
00:00:00.137112 167966
00:00:00.137340 169334
00:00:00.137341 170702
00:00:00.137342 172070
00:00:00.137343 173438
00:00:00.137344 174806
00:00:00.137345 176174
00:00:00.137346 177542
00:00:00.137347 178910
00:00:00.137347 180278
00:00:00.137348 181646
